0.732731 -0.109175
-0.829336 0.165501
0.768117 -0.112960
-0.583701 -0.451858
-0.043875 -0.649407
0.779436 0.195891
-0.135394 0.647500
0.687593 0.647293
-0.280622 0.940699
0.454771 0.420268
-0.368621 0.809842
-0.624255 0.373096
0.693293 0.295616
-0.340228 -0.899912
-0.243528 -0.108306
-0.028498 0.293798
-0.140677 -0.020696
0.758092 0.507855
-0.783590 -0.405147
0.842208 -0.400872
-0.413138 0.898852
-0.443356 -0.776269
0.459405 0.500426
-0.185528 -0.863776
-0.084283 0.333423
0.326021 0.730501
-0.324048 -0.195823
0.964194 0.122468
0.343791 -0.635340
0.643662 0.018995
-0.225363 -0.462349
-0.110325 0.872962
-0.062740 -0.672469
0.732768 -0.177439
0.001074 0.137072
-0.697627 -0.361873
-0.655140 -0.427653
-0.705895 -0.344451
0.163525 0.957605
0.789600 -0.241561
-0.566804 0.195552
0.376409 -0.543459
-0.260702 -0.793515
-0.072067 0.234589
0.318624 -0.751828
-0.651797 0.495781
0.336528 -0.311659
-0.313256 -0.175491
0.413578 -0.379975
-0.213063 -0.564194
-0.116934 -0.746005
-0.662247 -0.005511
0.956561 -0.270858
-0.197387 -0.251163
-0.405714 0.210412
-0.315186 -0.248933
0.802282 0.097222
-0.160251 0.477086
-0.365271 -0.576964
-0.123184 0.478802
-0.294028 -0.269290
-0.299505 0.143777
0.533944 0.609289
-0.111049 0.354755
-0.401220 -0.188692
-0.510907 -0.328175
-0.809066 -0.407928
-0.178053 -0.255731
-0.528221 -0.747614
-0.281659 0.129485
